label,summary,reason
false,"Here is a summary of a blockchain transaction. Your task is to decide whether it is suspicious: This transaction is sent on eth blockchain by sender 0x46486868 to receiver 0xb1e4fb56. The receiver contract is created by sender. Its summary of balance change: senders: ETH amount: -30.0($-107773), other users: NFT PRNV amount: 100;ETH amount: 30.0($107773), public contracts: NFT PRNV amount: -100. The summary of calls and events of important addresses: 0xb1e4fb56 called: {'airdrop': 1}, emitting events: {'Airdrop': 100}; 0x1e00cbb7 called: {'fallback': 100} 0x0e895e65 called: {'e5e888bb': 100}, emitting events: {'Transfer': 100};",Airdrop indicates that this is a event started by sender and only sender has loss showing this is normal.
false,"Here is a summary of a blockchain transaction. Your task is to decide whether it is suspicious: This transaction is sent on eth blockchain by sender 0xa7682050 to receiver 0x0000a89d with 2.9e-07 ETH as 0 USD. The receiver contract is created by sender. Sender has profit from public contracts. Its summary of balance change: sender and his contract collect high value tokens as ETH amount: 0.0;WETH amount: 4.84($16504);EURA amount: -15082.05 from other public contracts losing -16504 USD. The summary of calls and events of important addresses: 0x0000a89d called: {'de308db1': 1, 'uniswapV3SwapCallback': 1}; 0x8db1b906 called: {'swap': 1}, emitting events: {'Swap': 1};",Swap shows that this is a token exchange transaction and this is more possible that EURA is as valuable as the loss.
false,"Here is a summary of a blockchain transaction. Your task is to decide whether it is suspicious: This transaction is sent on eth blockchain by sender 0x4e642ae0 to receiver 0xb563c72d. Another EOA profits from public contracts. Its summary of balance change: other user collect high value tokens as USDT amount: 730511.65($730512) from other public contracts losing -730512 USD. The summary of calls and events of important addresses: 0xb563c72d called: {'inCaseTokensGetStuck': 1} 0x12ed3627 called: {'inCaseTokensGetStuck': 1} 0xdac17f95 called: {'transfer': 1}, emitting events: {'Transfer': 1};",To address is not created by sender and inCaseTokensGetStuck shows that this is a special but not suspicious situation.
false,"Here is a summary of a blockchain transaction. Your task is to decide whether it is suspicious: This transaction is sent on eth blockchain by sender 0x76139114 to receiver 0x3aea1502. The receiver contract is created by sender. Sender has profit from other address. Its summary of balance change: sender collect high value tokens as CBOY amount: 153281.04($538) from other users losing -538 USD. The summary of calls and events of important addresses: 0x3aea1502 called: {'5456a7bf': 1, 'balanceOf': 4} 0xfb4487ba called: {'balanceOf': 5, 'allowance': 1, 'transferFrom': 1}, emitting events: {'Transfer': 1, 'Approval': 1}; 0x126c9fba called: {'b2bd16ab': 1}","Since the amount is small and there is allowance call, we can consider it normal."
false,"Here is a summary of a blockchain transaction. Your task is to decide whether it is suspicious: This transaction is sent on eth blockchain by sender 0x2cd66407 to receiver 0x00400020 with 1.3e-09 ETH as 0 USD. The receiver contract is created by sender. Sender has profit from public contracts. Its summary of balance change: sender and his contract collect high value tokens as ETH amount: 0.0;MONSTER amount: -498099.31($-68);WETH amount: 0.25($836);INUNOMICS amount: -8240970.58($-521);PEWPEW amount: -470380.52($-28) from other public contracts losing -219 USD. The summary of calls and events of important addresses: 0x00400020 called: {'7f3a36e5': 1}; 0x4d102019 called: {'swap': 1}, emitting events: {'Sync': 1, 'Swap': 1}; 0xa64e7090 called: {'swap': 1}, emitting events: {'Sync': 1, 'Swap': 1}; 0xeb525690 called: {'swap': 1}, emitting events: {'Sync': 1, 'Swap': 1};",Sender group also has loss and profit is very small.
false,"Here is a summary of a blockchain transaction. Your task is to decide whether it is suspicious: This transaction is sent on eth blockchain by sender 0x115d6885 to receiver 0x328f89d8. The receiver contract is created by sender. Its summary of balance change: senders: ETH amount: 0.0, other users: , public contracts: . The summary of calls and events of important addresses: 0x328f89d8 called: {'withdrawTo': 1} 0x115d6885 called: {'fallback': 1}",There are no balance changes between different groups.
false,"Here is a summary of a blockchain transaction. Your task is to decide whether it is suspicious: This transaction is sent on eth blockchain by sender 0x4f0a01ba to receiver 0xcf16763c. The receiver contract is created by sender. Sender has profit from public contracts. Its summary of balance change: sender collect high value tokens as DAI amount: 100000.0($100000) from other public contracts losing -100000 USD. The summary of calls and events of important addresses: 0xcf16763c called: {'execute': 1} 0x82ecd135 called: {'draw': 1} 0x5ef30b99 called: {'urns': 1, 'vat': 1, 'ilks': 1, 'frob': 1, 'move': 1} 0x19c0976f called: {'drip': 1} 0x35d1b3f3 called: {'ilks': 1, 'fold': 1, 'dai': 1, 'frob': 1, 'move': 2, 'can': 1} 0x9759a6ac called: {'exit': 1} 0x6b175474 called: {'mint': 1}, emitting events: {'Transfer': 1};","There is only a mint call and several verification calls, indicating that this is normal."
false,"Here is a summary of a blockchain transaction. Your task is to decide whether it is suspicious: This transaction is sent on eth blockchain by sender 0x841ddf09 to receiver 0x3fc91a3a. Sender has profit from public contracts. Its summary of balance change: sender collect high value tokens as ETH amount: 26.26($96786);bLUSD amount: -80000.0 from other public contracts losing -96786 USD. The summary of calls and events of important addresses: 0x3fc91a3a called: {'execute': 1, 'uniswapV3SwapCallback': 5, 'fallback': 1}; 0x841ddf09 called: {'fallback': 1}; 0x4e0924d3 called: {'swap': 1}, emitting events: {'Swap': 1}; 0x58d6cbf5 called: {'swap': 1}, emitting events: {'Swap': 1}; 0x88e6a0c2 called: {'swap': 1}, emitting events: {'Swap': 1}; 0x8ad599c3 called: {'swap': 1}, emitting events: {'Swap': 1}; 0xc02aaa39 called: {'transfer': 3, 'balanceOf': 2, 'withdraw': 1}, emitting events: {'Transfer': 3, 'Withdrawal': 1}; 0xcb31317c called: {'swap': 1}, emitting events: {'Swap': 1};",Swap shows that this is a token exchange transaction and this is more possible that bLUSD is as valuable as the loss.
false,"Here is a summary of a blockchain transaction. Your task is to decide whether it is suspicious: This transaction is sent on eth blockchain by sender 0x72872563 to receiver 0x77311942. The receiver contract is created by sender. Sender has profit from public contracts. Its summary of balance change: sender and his contract collect high value tokens as WRAP_0x989436e4 amount: 46.49($339) from other public contracts losing -339 USD. The summary of calls and events of important addresses: 0x77311942 called: {'executeBatch': 1} 0x2823c188 called: {'executeBatch': 1} 0x3dc3b756 called: {'ownerOf': 1, 'account': 1} 0x0010cbf7 called: {'claim': 1} 0x989436e4 called: {'transfer': 2}, emitting events: {'Transfer': 2};",There is no large balance change and claim shows that sender may claiming some tokens and this is normal.
false,"Here is a summary of a blockchain transaction. Your task is to decide whether it is suspicious: This transaction is sent on eth blockchain by sender 0xc0ffeeba to receiver 0xe08d97e1 with 3.9e-16 ETH as 0 USD. The receiver contract is created by sender. Sender has profit from public contracts. Its summary of balance change: sender collect high value tokens as ETH amount: 0.0097($30) from other public contracts losing -31 USD. The summary of calls and events of important addresses: 0xe08d97e1 called: {'1d23a9c4': 1, 'fallback': 1}; 0xc0ffeeba called: {'fallback': 1}; 0x22b15c7e called: {'getReserves': 1, 'swap': 1}, emitting events: {'Sync': 1, 'Swap': 1}; 0xc02aaa39 called: {'balanceOf': 4, 'transfer': 1, 'withdraw': 1}, emitting events: {'Transfer': 1, 'Withdrawal': 1}; 0xcb56b523 called: {'burnTax': 1, 'approve': 1, 'transferFrom': 1, 'balanceOf': 2}, emitting events: {'Transfer': 3, 'TaxBurned': 1, 'CEODefaulted': 1, 'Approval': 1};",The amount is very small and it is more possible to be a normal transfer.
false,"Here is a summary of a blockchain transaction. Your task is to decide whether it is suspicious: This transaction is sent on eth blockchain by sender 0x77238209 to receiver 0xc466a1bf. The receiver contract is created by sender. Its summary of balance change: senders: USDT amount: -1077000.0($-1077000), other users: USDT amount: 1077000.0($1077000), public contracts: . The summary of calls and events of important addresses: 0xc466a1bf called: {'execTransaction': 1}, emitting events: {'ExecutionSuccess': 1}; 0xd9db270c called: {'execTransaction': 1} 0x00000001 called: {'ecrecover': 3} 0xdac17f95 called: {'transfer': 1}, emitting events: {'Transfer': 1};",Sender group has large loss and this means the transaction is normal sender transferring tokens to other users.
false,"Here is a summary of a blockchain transaction. Your task is to decide whether it is suspicious: This transaction is sent on eth blockchain by sender 0x55fe002a to receiver 0x552f99bd. Sender has profit from public contracts. Its summary of balance change: sender collect high value tokens as USDC amount: 2150000.0($2150000) from other public contracts losing -2150000 USD. The summary of calls and events of important addresses: 0x552f99bd called: {'contractCall': 1} 0xa0b86991 called: {'transfer': 1}, emitting events: {'Transfer': 1}; 0x43506849 called: {'transfer': 1}","Since there is no customized contract, this can be considered as normal."
false,"Here is a summary of a blockchain transaction. Your task is to decide whether it is suspicious: This transaction is sent on eth blockchain by sender 0x4e642ae0 to receiver 0xb563c72d. Another EOA profits from public contracts. Its summary of balance change: other user collect high value tokens as USDT amount: 177311.71($177312) from other public contracts losing -177312 USD. The summary of calls and events of important addresses: 0xb563c72d called: {'inCaseTokensGetStuck': 1} 0x12ed3627 called: {'inCaseTokensGetStuck': 1} 0xdac17f95 called: {'transfer': 1}, emitting events: {'Transfer': 1};",To address is not created by sender and inCaseTokensGetStuck shows that this is a special but not suspicious situation.
false,"Here is a summary of a blockchain transaction. Your task is to decide whether it is suspicious: This transaction is sent on eth blockchain by sender 0xa85b9398 to receiver 0x3009e239. The receiver contract is created by sender. Sender has profit from public contracts. Its summary of balance change: sender and his contract collect high value tokens as WETH amount: 0.18($615);SHRAP amount: -9614.16 from other public contracts losing -615 USD. The summary of calls and events of important addresses: 0x3009e239 called: {'6696740f': 1, 'uniswapV3SwapCallback': 1}; 0x7df301c4 called: {'swap': 1}, emitting events: {'Swap': 1};",The amount is very small and it is more possible to be a normal swap.
false,"Here is a summary of a blockchain transaction. Your task is to decide whether it is suspicious: This transaction is sent on eth blockchain by sender 0xe98f7f3b to receiver 0x613d9b2c. The receiver contract is created by sender. Its summary of balance change: senders: LVM amount: 0.0, other users: , public contracts: . The summary of calls and events of important addresses: 0x613d9b2c called: {'unlockTokensAfterTimestamp': 1} 0x5bb15141 called: {'balanceOf': 1, 'transfer': 1}, emitting events: {'Transfer': 1}; 0x983b00a2 called: {'46e4909e': 1}",There are no balance changes between different groups.
false,"Here is a summary of a blockchain transaction. Your task is to decide whether it is suspicious: This transaction is sent on eth blockchain by sender 0xea75aec1 to receiver 0xbff51c9c. The receiver contract is created by sender. Sender has profit from public contracts. Its summary of balance change: sender and his contract collect high value tokens as WETH amount: 17.37($48132);MINER amount: -1000.0 from other public contracts losing -48132 USD. The summary of calls and events of important addresses: 0xbff51c9c called: {'start': 1, 'uniswapV3SwapCallback': 1}; 0x73227616 called: {'swap': 1}, emitting events: {'Swap': 1};",Swap shows that this is a token exchange transaction and this is more possible that MINER is as valuable as the loss.
false,"Here is a summary of a blockchain transaction. Your task is to decide whether it is suspicious: This transaction is sent on eth blockchain by sender 0x4660511e to receiver 0x3fc91a3a. Sender has profit from public contracts. Its summary of balance change: sender collect high value tokens as DAI amount: -16000.0($-16000);WPLS amount: 119614977.51($28398814) from other public contracts losing -28382814 USD. The summary of calls and events of important addresses: 0x3fc91a3a called: {'execute': 1, 'uniswapV3SwapCallback': 4}; 0x1993577b called: {'swap': 1}, emitting events: {'Swap': 1}; 0x4a2987c2 called: {'swap': 1}, emitting events: {'Swap': 1}; 0x5777d92f called: {'swap': 1}, emitting events: {'Swap': 1}; 0x60594a40 called: {'swap': 1}, emitting events: {'Swap': 1};",Swap shows that this is a token exchange transaction and this is more possible that WPLS's exchange rate has some error.
false,"Here is a summary of a blockchain transaction. Your task is to decide whether it is suspicious: This transaction is sent on eth blockchain by sender 0x7808f5f3 to receiver 0x796d37da. Another EOA profits from public contracts. Its summary of balance change: other user collect high value tokens as DAI amount: 106497.8($106498);ETH amount: 1405.73($2658557);USDC amount: 1891801.72($1891802);USDT amount: 1528080.21($1528080);WBTC amount: 21.64($764082) from other public contracts losing -6949019 USD. The summary of calls and events of important addresses: 0x796d37da called: {'5a9291ea': 1, 'fallback': 1}; 0x796d37da called: {'5a9291ea': 1, 'fallback': 1}; 0xc02aaa39 called: {'balanceOf': 2, 'withdraw': 1}, emitting events: {'Withdrawal': 1};","Since there is no customized contract, the withdraw can be considered as normal."
false,"Here is a summary of a blockchain transaction. Your task is to decide whether it is suspicious: This transaction is sent on eth blockchain by sender 0x3aec8c20 to receiver 0xe1ef0cba. Sender earns tokens from other address. Its summary of balance change: sender collect large amount unknown tokens as FDIC amount: 1938304.91 from other users as FDIC amount: -1938304.91. The summary of calls and events of important addresses: 0xe1ef0cba called: {'9e2d9575': 1}, emitting events: {'Transfer': 1};","Since there is no customized contract, this can be considered as normal."
false,"Here is a summary of a blockchain transaction. Your task is to decide whether it is suspicious: This transaction is sent on eth blockchain by sender 0x2faa6821 to receiver 0x505f2010. The receiver contract is created by sender. Sender has profit from public contracts. Its summary of balance change: sender and his contract collect high value tokens as ETH amount: 0.01($21);FLUB amount: -100000000000.0 from other public contracts losing -21 USD. The summary of calls and events of important addresses: 0x505f2010 called: {'swapExactETHForTokens': 1}; 0x2faa6821 called: {'fallback': 1}; 0x4977136a called: {'getReserves': 1, 'swap': 1}, emitting events: {'Sync': 1, 'Swap': 1}; 0xc02aaa39 called: {'transfer': 1, 'balanceOf': 2, 'withdraw': 1}, emitting events: {'Transfer': 1, 'Withdrawal': 1};",The amount is very small and it is more possible to be a normal swap.
false,"Here is a summary of a blockchain transaction. Your task is to decide whether it is suspicious: This transaction is sent on eth blockchain by sender 0x847c944f to receiver 0x3fc91a3a. Sender has profit from public contracts. Its summary of balance change: sender collect high value tokens as ARB amount: -20838.35;LDO amount: 11777.39($35874) from other public contracts losing -35874 USD. There are repeated calls indicating reentrancy attack. The summary of calls and events of important addresses: 0x3fc91a3a called: {'execute': 1, 'uniswapV3SwapCallback': 4}; 0x59354356 called: {'swap': 1}, emitting events: {'Swap': 1}; 0x6d9301e7 called: {'swap': 1}, emitting events: {'Swap': 1}; 0x8adfed0b called: {'swap': 1}, emitting events: {'Swap': 1}; 0xa3f558ae called: {'swap': 1}, emitting events: {'Swap': 1};",Swap shows that this is a token exchange transaction and this is more possible that ARB is as valuable as the loss.
false,"Here is a summary of a blockchain transaction. Your task is to decide whether it is suspicious: This transaction is sent on eth blockchain by sender 0xc4c162e5 to receiver 0x0a8e00ec with 5.4e-11 ETH as 0 USD. The receiver contract is created by sender. Sender has profit from public contracts. Its summary of balance change: sender and his contract collect high value tokens as ETH amount: 0.0;WETH amount: 0.23($421);CPRC amount: -4366585.8 from other public contracts losing -421 USD. The summary of calls and events of important addresses: 0x0a8e00ec called: {'0d795662': 1, 'uniswapV3SwapCallback': 1}; 0x5662da93 called: {'swap': 1}, emitting events: {'Swap': 1};",Swap shows that this is a token exchange transaction and this is more possible that CPRC is as valuable as the loss.
false,"Here is a summary of a blockchain transaction. Your task is to decide whether it is suspicious: This transaction is sent on eth blockchain by sender 0xae11fc29 to receiver 0x0aaf14dc with 4.09 ETH as 9459 USD. Sender earns nfts from other address. Its summary of balance change: sender collect NFT as ETH amount: -4.09($-9459);NFT FSMC amount: 17 from other users. The summary of calls and events of important addresses: 0x0aaf14dc called: {'fulfillAvailableAdvancedOrders': 1}, emitting events: {'OrderFulfilled': 17}; 0x0aaf14dc called: {'fulfillAvailableAdvancedOrders': 1}, emitting events: {'OrderFulfilled': 17}; 0x0000a26b called: {'fallback': 1};",This is an NFT transaction and we can see that sender paid ETH when buying NFT.
false,"Here is a summary of a blockchain transaction. Your task is to decide whether it is suspicious: This transaction is sent on eth blockchain by sender 0x6f81e2ba to receiver 0x3c6907ae. The receiver contract is created by sender. Sender has profit from public contracts. Its summary of balance change: sender and his contract collect high value tokens as WRAP_0x989436e4 amount: 29.09($122) from other public contracts losing -122 USD. The summary of calls and events of important addresses: 0x3c6907ae called: {'executeBatch': 1} 0x2823c188 called: {'executeBatch': 1} 0x3dc3b756 called: {'ownerOf': 1, 'account': 1} 0x0010cbf7 called: {'claim': 1} 0x989436e4 called: {'transfer': 2}, emitting events: {'Transfer': 2};",The amount is very small and it is more possible to be a normal transfer.
false,"Here is a summary of a blockchain transaction. Your task is to decide whether it is suspicious: This transaction is sent on eth blockchain by sender 0xa85b9398 to receiver 0x3009e239. The receiver contract is created by sender. Sender has profit from public contracts. Its summary of balance change: sender and his contract collect high value tokens as MMGA amount: -1253791593592.7($-179);WETH amount: 0.072($246) from other public contracts losing -67 USD. The summary of calls and events of important addresses: 0x3009e239 called: {'66967013': 1} 0x699c3d8c called: {'transfer': 1, 'balanceOf': 1}, emitting events: {'Transfer': 1}; 0x3392eb98 called: {'swap': 1}, emitting events: {'Sync': 1, 'Swap': 1}; 0xc02aaa39 called: {'transfer': 1, 'balanceOf': 2}, emitting events: {'Transfer': 1};",The amount is very small and it is more possible to be a normal swap.
false,"Here is a summary of a blockchain transaction. Your task is to decide whether it is suspicious: This transaction is sent on eth blockchain by sender 0xcef9a7e4 to receiver 0x3d5d012a. The receiver contract is created by sender. Sender has profit from public contracts. Its summary of balance change: sender and his contract collect high value tokens as USDT amount: 38015.15($38015);MATIC amount: -6612.57($-4120) from other public contracts losing -33895 USD. The summary of calls and events of important addresses: 0x3d5d012a called: {'f03ca44b': 1}; 0x88c095c8 called: {'getReserves': 1, 'swap': 1}, emitting events: {'Sync': 1, 'Swap': 1};","Since there is no customized contract, this swap can be considered as normal."
false,"Here is a summary of a blockchain transaction. Your task is to decide whether it is suspicious: This transaction is sent on eth blockchain by sender 0xd4bc4e44 to receiver 0x9e0a3956. The receiver contract is created by sender. Sender has profit from other address. Its summary of balance change: sender and his contract collect high value tokens as PVP amount: 50000.0($51) from other users losing -51 USD. The summary of calls and events of important addresses: 0x9e0a3956 called: {'newGame': 1}, emitting events: {'Bet': 2}; 0x9b44793a called: {'allowance': 2, 'transferFrom': 2}, emitting events: {'Transfer': 2};",The amount is very small and it is more possible to be a normal transfer. Also newGame shows that this is only a game transaction.
